Iteration,Value
757,-5.474728535301676
758,-5.481664571678436
759,-5.47937152443849
760,-5.477084559551967
761,-5.483989914957362
762,-5.481702891260328
763,-5.479421909898029
764,-5.4771469469562115
765,-5.484015828304919
766,-5.481740807478202
767,-5.479471765681253
768,-5.48047165509637
769,-5.481468923569376
770,-5.479209147491406
771,-5.4802054590633125
772,-5.477953232615449
773,-5.47894858368114
774,-5.479941342686764
775,-5.480931519744388
776,-5.478690050238226
777,-5.476454395179552
778,-5.483208505924948
779,-5.4841893325667
780,-5.481955237821782
781,-5.482935150418141
782,-5.483912537466572
783,-5.484887408718223
784,-5.491578591856921
785,-5.489349351045808
786,-5.487125826236775
787,-5.488091590223667
788,-5.48587536056865
789,-5.483664791781206
790,-5.490306326346058
791,-5.488095745038611
792,-5.489054131495305
793,-5.486850759028347
794,-5.49345453711413
795,-5.4912511726817925
796,-5.489053386387258
797,-5.486861157074506
798,-5.493431569616868
799,-5.494374767511424
800,-5.500919166910811
801,-5.498723042172559
802,-5.505245535700765
803,-5.503049493623349
804,-5.500858955410789
805,-5.498673900397759
806,-5.505163842885543
807,-5.511637580772859
808,-5.509447259599825
809,-5.507262393772179
810,-5.5050829629341544
811,-5.511524633651783
812,-5.509345322691917
813,-5.507171412750539
814,-5.5135865816587994
815,-5.519985891064197
816,-5.517806896136957
817,-5.524185220421159
818,-5.52200642088862
819,-5.528363888871076
820,-5.529239839253298
821,-5.527062857855442
822,-5.527938255701207
823,-5.528811510590189
824,-5.526643036860861
825,-5.524479858549675
826,-5.5253541361612
827,-5.5316455780058575
828,-5.532509011000984
829,-5.538776470149981
830,-5.545028717019489
831,-5.542858985241284
832,-5.543704661409273
833,-5.544548292411196
834,-5.54238700220297
835,-5.543230187363159
836,-5.541075693161517
837,-5.538926384264812
838,-5.539770688490456
839,-5.537628106631524
840,-5.535490662858584
841,-5.533358338711448
842,-5.534205263545525
843,-5.535050164664348
844,-5.532925999790047
845,-5.533770411590059
846,-5.531652827766737
847,-5.529540279814577
848,-5.527432749791044
849,-5.528279671202917
850,-5.5261786289384585
851,-5.532290403212643
